瘤痢,瘤痢疙,老矫,扁柯(∑C),扁柯 QC敲贰弊,碍荐樊(mm),碍荐樊 QC敲贰弊,浅加(m/s),浅加 QC敲贰弊,浅氢(16规困),浅氢 QC敲贰弊,嚼档(%),嚼档 QC敲贰弊,刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),泅瘤扁拘 QC敲贰弊,秦搁扁拘(hPa),秦搁扁拘 QC敲贰弊,老炼(hr),老炼 QC敲贰弊,老荤(MJ/m2),老荤 QC敲贰弊,利汲(cm),3矫埃脚利汲(cm),傈款樊(10盒困),吝窍摸款樊(10盒困),款屈(款屈距绢),弥历款绊(100m ),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),泅惑锅龋(惫郴侥),瘤搁柯档(∑C),瘤搁柯档 QC敲贰弊,5cm 瘤吝柯档(∑C),10cm 瘤吝柯档(∑C),20cm 瘤吝柯档(∑C),30cm 瘤吝柯档(∑C)
146,傈林,2026-02-04 09:00,1,,,,1.7,,160,,75,,4.9,-2.9,1017.4,,1025.1,,0,,.23,,,,7,6,ScAc,10,1189,,,-.2,,,,,
146,傈林,2026-02-04 10:00,3.8,,,,2,,160,,68,,5.5,-1.5,1017.4,,1025,,.3,,.7,,,,6,4,AcCi,41,1112,,,.5,,,,,
146,傈林,2026-02-04 11:00,6.9,,,,2.5,,160,,56,,5.6,-1.2,1017.1,,1024.6,,1,,1.48,,,,7,5,AcCi,34,1240,,,2.8,,,,,
146,傈林,2026-02-04 12:00,7.9,,,,1.7,,90,,49,,5.2,-2.1,1016.1,,1023.6,,.5,,1.63,,,,8,2,ScAcCi,12,1124,,,5.6,,,,,
146,傈林,2026-02-04 13:00,7.9,,,,2.4,,250,,50,,5.3,-1.9,1015.2,,1022.7,,.6,,1.8,,,,8,8,Sc,11,939,,40,6.9,,,,,
146,傈林,2026-02-04 14:00,7.9,,,,3.3,,320,,50,,5.3,-1.9,1014.8,,1022.2,,.2,,1.35,,,,8,7,ScCi,12,974,,40,7,,,,,
146,傈林,2026-02-04 15:00,9.4,,,,2.8,,270,,45,,5.3,-1.9,1013.9,,1021.3,,.6,,1.46,,,,8,8,Sc,12,1066,,40,8.6,,,,,
146,傈林,2026-02-04 16:00,9.2,,,,1,,160,,45,,5.2,-2.1,1013.7,,1021.1,,.9,,1.27,,,,2,2,Sc,12,1091,,,7.4,,,,,
146,傈林,2026-02-04 17:00,8.2,,,,2,,250,,48,,5.2,-2.1,1013.7,,1021.1,,1,,.71,,,,1,1,Sc,11,1153,,,4.9,,,,,
146,傈林,2026-02-04 18:00,6.5,,,,2.1,,270,,54,,5.2,-2.1,1013.6,,1021.1,,.4,,.16,,,,0,0,,,1190,,,2.3,,,,,
146,傈林,2026-02-04 19:00,5,,,,.8,,90,,60,,5.2,-2.1,1013,,1020.5,,0,,0,,,,0,0,,,1127,,,.4,,,,,
146,傈林,2026-02-04 20:00,4,,,,0,,0,,65,,5.3,-1.9,1013.4,,1020.9,,,9,,9,,,0,0,,,943,,40,.1,,,,,
146,傈林,2026-02-04 21:00,2.6,,,,1.7,,140,,70,,5.2,-2.3,1013.5,,1021.1,,,9,,9,,,0,0,,,854,,40,-.1,,,,,
146,傈林,2026-02-04 22:00,1.7,,,,2.4,,140,,73,,5,-2.6,1013.3,,1020.9,,,9,,9,,,6,2,,61,810,,40,-.2,,,,,
146,傈林,2026-02-04 23:00,1.3,,,,2.5,,140,,74,,5,-2.8,1013.1,,1020.7,,,9,,9,,,0,0,,,807,,40,-.4,,,,,
146,傈林,2026-02-05 00:00,1,,,,2.3,,140,,75,,4.9,-2.9,1013,,1020.6,,,9,,9,,,5,5,Ac,35,774,,40,-.5,,,,,
146,傈林,2026-02-05 01:00,1.1,,,,2,,140,,75,,5,-2.8,1012.9,,1020.5,,,9,,9,,,6,6,,11,779,,40,-.2,,,,,
146,傈林,2026-02-05 02:00,1.7,,,,1.5,,110,,73,,5,-2.6,1012.7,,1020.3,,,9,,9,,,9,9,,12,806,,40,0,,,,,
146,傈林,2026-02-05 03:00,2.2,,,,1.3,,140,,71,,5.1,-2.5,1012.4,,1020,,,9,,9,,,9,9,Sc,13,843,,40,.1,,,,,
146,傈林,2026-02-05 04:00,3.2,,,,1.5,,160,,69,,5.3,-1.9,1012,,1019.6,,,9,,9,,,8,8,Sc,13,945,,40,.2,,,,,
146,傈林,2026-02-05 05:00,3.6,,,,2.3,,140,,69,,5.5,-1.5,1011.4,,1018.9,,,9,,9,,,7,7,Sc,15,1054,,40,.3,,,,,
146,傈林,2026-02-05 06:00,3.2,,,,.7,,50,,70,,5.4,-1.7,1011.4,,1019,,,9,,9,,,8,8,Sc,15,1036,,,.2,,,,,
146,傈林,2026-02-05 07:00,3.7,,,,2.4,,140,,70,,5.6,-1.2,1011.2,,1018.7,,,9,,9,,,9,9,Sc,7,1093,,,.2,,,,,
146,傈林,2026-02-05 08:00,4,,,,2.1,,140,,70,,5.7,-.9,1011.2,,1018.7,,0,,.01,,,,8,7,ScCi,8,1150,,,.3,,,,,
146,傈林,2026-02-05 09:00,5.4,,,,1.9,,140,,66,,5.9,-.4,1011,,1018.5,,.2,,.3,,,,4,2,ScCi,10,1223,,,1,,,,,
146,傈林,2026-02-05 10:00,7.7,,,,1,,160,,60,,6.3,.4,1010.8,,1018.2,,.8,,.9,,,,6,5,ScCi,10,1216,,,3.5,,,,,
146,傈林,2026-02-05 11:00,9.8,,,,1,,180,,60,,7.2,2.3,1010.6,,1018,,.3,,.95,,,,5,4,ScCi,11,1420,,,6.6,,,,,
146,傈林,2026-02-05 12:00,11.1,,,,3.9,,270,,65,,8.5,4.7,1010.8,,1018.1,,.5,,1.53,,,,7,5,ScCi,9,1864,,,10.6,,,,,
146,傈林,2026-02-05 13:00,11.4,,,,3.3,,270,,61,,8.2,4.1,1009.6,,1016.9,,.7,,1.62,,,,4,3,ScCi,12,1703,,,12.2,,,,,
146,傈林,2026-02-05 14:00,12.4,,,,3.8,,250,,54,,7.7,3.3,1009.7,,1017,,.8,,2.1,,,,5,5,Sc,11,2345,,,13.9,,,,,
146,傈林,2026-02-05 15:00,12.1,,,,3.8,,250,,49,,6.9,1.6,1009.4,,1016.7,,1,,1.85,,,,3,2,ScCi,12,2113,,,13.3,,,,,
146,傈林,2026-02-05 16:00,11.4,,,,4.5,,270,,49,,6.6,1,1010,,1017.3,,1,,1.42,,,,0,0,,,1423,,,11.5,,,,,
146,傈林,2026-02-05 17:00,9.3,,,,4.3,,270,,67,,7.8,3.4,1011.2,,1018.6,,.9,,.68,,,,8,2,ScAcCi,12,1171,,,8.9,,,,,
146,傈林,2026-02-05 18:00,6.9,,,,3.2,,270,,78,,7.7,3.3,1012.3,,1019.8,,0,,.12,,,,5,0,Ci,,729,,4019,6.4,,,,,
146,傈林,2026-02-05 19:00,5.8,,,,3.3,,270,,83,,7.6,3.1,1012.8,,1020.3,,0,,0,,,,6,2,,4,481,,19,4.9,,,,,
146,傈林,2026-02-05 20:00,4.3,,,,2.8,,270,,85,,7,1.9,1013.3,,1020.8,,,9,,9,,,6,6,,3,270,,19,4.3,,,,,
146,傈林,2026-02-05 21:00,3.2,,,,1.7,,270,,85,,6.5,.9,1013.7,,1021.3,,,9,,9,,,7,6,ScCi,8,229,,19,3.9,,,,,
146,傈林,2026-02-05 22:00,2.7,,,,2.8,,270,,83,,6.1,0,1013.9,,1021.5,,,9,,9,,,10,10,,3,228,,19,3.6,,,,,
146,傈林,2026-02-05 23:00,2.6,,,,1.8,,270,,83,,6.1,0,1014.1,,1021.7,,,9,,9,,,7,7,,3,236,,19,3.3,,,,,
146,傈林,2026-02-06 00:00,2.2,,,,2.8,,270,,84,,6,-.2,1014.1,,1021.7,,,9,,9,,,8,5,ScCi,8,234,,19,2.5,,,,,
146,傈林,2026-02-06 01:00,1.2,,,,4.4,,270,,72,,4.8,-3.2,1014.6,,1022.2,,,9,,9,,,10,1,,5,566,,19,1.6,,,,,
146,傈林,2026-02-06 02:00,.5,,,,3.3,,270,,66,,4.2,-5.1,1015.4,,1023.1,,,9,,9,,,10,4,,8,1719,,19,.7,,,,,
146,傈林,2026-02-06 03:00,-.6,,,,3.7,,270,,64,,3.8,-6.5,1016.1,,1023.8,,,9,,9,,,8,5,ScCi,7,2679,,,.5,,,,,
146,傈林,2026-02-06 04:00,-1.5,,,,2.9,,320,,64,,3.5,-7.4,1016.3,,1024,,,9,,9,,,8,0,Ci,,2265,,,.1,,,,,
146,傈林,2026-02-06 05:00,-2.4,,,,3.1,,320,,68,,3.5,-7.5,1016.4,,1024.2,,,9,,9,,,8,0,Ci,,2136,,,-.4,,,,,
146,傈林,2026-02-06 06:00,-3.1,,,,3,,320,,62,,3,-9.3,1016.9,,1024.7,,,9,,9,,,8,0,Ci,,2393,,,-1.2,,,,,
146,傈林,2026-02-06 07:00,-3.7,,,,3.4,,320,,56,,2.6,-11.2,1017.5,,1025.3,,,9,,9,,,8,0,Ci,,2892,,,-1.7,,,,,
146,傈林,2026-02-06 08:00,-4.4,,,,3.8,,290,,51,,2.3,-13,1018.3,,1026.1,,0,,.02,,,,7,0,Ci,,3278,,,-1.9,,,,,
146,傈林,2026-02-06 09:00,-4.7,,,,3.6,,320,,47,,2,-14.3,1018.4,,1026.2,,.2,,.2,,,,3,0,Ci,,3662,,,-2.1,,,,,
146,傈林,2026-02-06 10:00,-3.1,,,,2.6,,320,,45,,2.2,-13.3,1018.4,,1026.2,,1,,1.02,,,,1,0,Ci,,3487,,,-.7,,,,,
146,傈林,2026-02-06 11:00,-1.6,,,,2.8,,320,,43,,2.3,-12.5,1018.4,,1026.1,,1,,1.79,,,,2,0,Ci,,3201,,,.5,,,,,
146,傈林,2026-02-06 12:00,-.4,,,,3.5,,320,,35,,2.1,-14,1017.8,,1025.5,,1,,2.22,,,,1,0,Ci,,3763,,,2.8,,,,,
146,傈林,2026-02-06 13:00,.8,,,,2.5,,290,,28,,1.8,-15.6,1016.7,,1024.4,,1,,2.4,,,,2,0,Ci,,4085,,,6.1,,,,,
146,傈林,2026-02-06 14:00,1.7,,,,3.8,,320,,27,,1.9,-15.3,1015.9,,1023.5,,1,,2.31,,,,3,0,Ci,,4455,,,7.5,,,,,
146,傈林,2026-02-06 15:00,2.1,,,,2.7,,290,,21,,1.5,-18,1015.5,,1023.1,,1,,2,,,,4,0,Ci,,4348,,,7.5,,,,,
146,傈林,2026-02-06 16:00,2,,,,3,,320,,21,,1.5,-18,1015.2,,1022.8,,1,,1.31,,,,5,0,Ci,,4354,,,5.6,,,,,
146,傈林,2026-02-06 17:00,.6,,,,3.7,,270,,39,,2.5,-11.7,1015.3,,1023,,.8,,.76,,,,6,0,Ci,,3376,,,3.1,,,,,
146,傈林,2026-02-06 18:00,-1.7,,,,3.8,,270,,46,,2.5,-11.8,1015.5,,1023.2,,0,,.17,,,,5,0,Ci,,3304,,,.2,,,,,
146,傈林,2026-02-06 19:00,-2.6,,,,2.7,,270,,47,,2.4,-12.3,1015.8,,1023.6,,0,,.01,,,,9,4,,63,3111,,,0,,,,,
146,傈林,2026-02-06 20:00,-2.9,,,,3,,270,,41,,2,-14.3,1016,,1023.8,,,9,,9,,,9,0,,,3164,,,-.8,,,,,
146,傈林,2026-02-06 21:00,-3.5,,,,2.6,,270,,51,,2.4,-12.2,1017.3,,1025.1,,,9,,9,,,10,0,Cs,,2931,,,-1,,,,,
146,傈林,2026-02-06 22:00,-4.5,,,,3.3,,340,,42,,1.8,-15.5,1017.6,,1025.4,,,9,,9,,,10,2,,42,2874,,,-1.5,,,,,
146,傈林,2026-02-06 23:00,-5.3,,,,3.5,,320,,44,,1.8,-15.6,1017.1,,1024.9,,,9,,9,,,10,5,,39,2933,,,-1.8,,,,,
146,傈林,2026-02-07 00:00,-5.6,,,,2.5,,340,,45,,1.8,-15.6,1017.4,,1025.3,,,9,,9,,,10,4,AcCs,38,2906,,,-2,,,,,
146,傈林,2026-02-07 01:00,-5.9,,,,3.1,,340,,46,,1.8,-15.6,1017.4,,1025.3,,,9,,9,,,10,10,,37,3101,,,-2.2,,,,,
146,傈林,2026-02-07 02:00,-6,,,,3.1,,340,,49,,1.9,-15,1017.5,,1025.4,,,9,,9,,,10,6,,31,3111,,,-2.2,,,,,
146,傈林,2026-02-07 03:00,-6,,,,2.1,,320,,49,,1.9,-15,1017.7,,1025.6,,,9,,9,,,10,2,AcCs,38,3125,,,-2.1,,,,,
146,傈林,2026-02-07 04:00,-6.1,,,,2,,340,,50,,1.9,-14.8,1017.7,,1025.6,,,9,,9,,,10,4,AcCs,23,3015,,,-2.1,,,,,
146,傈林,2026-02-07 05:00,-6.4,,,,2.3,,340,,54,,2.1,-14.1,1017.7,,1025.6,,,9,,9,,,9,5,AcCi,21,3266,,,-2.7,,,,,
146,傈林,2026-02-07 06:00,-6.7,,,,1.4,,320,,58,,2.1,-13.6,1017.9,,1025.8,,,9,,9,,,6,6,Ac,23,2975,,,-3.1,,,,,
146,傈林,2026-02-07 07:00,-7,,,,3.1,,270,,62,,2.3,-13,1017.9,,1025.8,,,9,,9,,,0,0,,,2981,,,-4,,,,,
146,傈林,2026-02-07 08:00,-7.4,,,,2,,320,,62,,2.2,-13.4,1018.2,,1026.1,,0,,.03,,,,0,0,,,3415,,,-4.1,,,,,
146,傈林,2026-02-07 09:00,-6.3,,,,2.5,,290,,57,,2.2,-13.4,1018.7,,1026.6,,.8,,.46,,,,2,2,Sc,10,3332,,,-3.2,,,,,
146,傈林,2026-02-07 10:00,-5.5,,,,3.9,,320,,50,,2,-14.3,1018.7,,1026.6,,1,,1.2,,,,1,1,Sc,10,3446,,,-1.5,,,,,
146,傈林,2026-02-07 11:00,-4.6,,,,3.8,,320,,36,,1.6,-17.4,1018.6,,1026.4,,1,,1.86,,,,2,2,Sc,10,4599,,,.3,,,,,
146,傈林,2026-02-07 12:00,-3.2,,,,3,,320,,35,,1.7,-16.5,1018.2,,1026,,1,,2.29,,,,1,1,Sc,10,3743,,,1.8,,,,,
146,傈林,2026-02-07 13:00,-1.6,,,,3.3,,290,,39,,2.1,-13.7,1017.5,,1025.2,,1,,2.52,,,,3,3,Sc,10,4200,,,3.9,,,,,
146,傈林,2026-02-07 14:00,-1.7,,,,4.4,,290,,41,,2.2,-13.2,1017,,1024.7,,.9,,2.28,,,,4,4,Sc,12,4500,,,3.5,,,,,
146,傈林,2026-02-07 15:00,-1.1,,,,5.1,,290,,36,,2,-14.3,1016.8,,1024.5,,.9,,1.96,,,,2,2,Sc,10,4053,,,3.4,,,,,
146,傈林,2026-02-07 16:00,-2,,,,6.2,,290,,30,,1.6,-17.3,1017,,1024.7,,1,,1.63,,,,1,1,Sc,10,4258,,,1.6,,,,,
146,傈林,2026-02-07 17:00,-2.8,,,,5.7,,320,,29,,1.4,-18.4,1017.5,,1025.3,,1,,1,,,,0,0,,,4610,,,0,,,,,
146,傈林,2026-02-07 18:00,-4.5,,,,5.5,,290,,37,,1.6,-17,1018.2,,1026,,.8,,.27,,,,1,1,Sc,10,4550,,,-1.7,,,,,
146,傈林,2026-02-07 19:00,-5.7,,,,3.5,,320,,44,,1.8,-16,1018.6,,1026.5,,0,,.01,,,,0,0,,,4315,,,-2.6,,,,,
146,傈林,2026-02-07 20:00,-6.3,,,,2.8,,320,,47,,1.8,-15.7,1018.9,,1026.8,,,9,,9,,,6,4,,10,4277,,,-3.2,,,,,
146,傈林,2026-02-07 21:00,-6.4,,,,2.7,,340,,52,,2,-14.6,1018.5,,1026.4,,,9,,9,,,5,5,Sc,10,3758,,,-3.2,,,,,
146,傈林,2026-02-07 22:00,-6.6,,,9,2.4,,340,,59,,2.2,-13.2,1018.7,,1026.6,,,9,,9,,,8,8,Sc,10,3621,,08,-3.1,,,,,
146,傈林,2026-02-07 23:00,-6.8,,,9,3.4,,320,,69,,2.5,-11.5,1018.8,,1026.7,,,9,,9,,,6,6,Sc,9,3232,,08,-3.5,,,,,
146,傈林,2026-02-08 00:00,-7.3,,0,,4.3,,320,,68,,2.4,-12.2,1019.4,,1027.3,,,9,,9,,,2,2,Sc,,3436,,,-4.6,,,,,
146,傈林,2026-02-08 01:00,-8.1,,,9,3.2,,340,,58,,1.9,-14.9,1019.8,,1027.8,,,9,,9,,,0,0,,,3700,,,-5,,,,,
146,傈林,2026-02-08 02:00,-8.3,,,9,3.5,,70,,63,,2.1,-14.1,1019.8,,1027.8,,,9,,9,,,8,5,,11,3273,,,-5.1,,,,,
146,傈林,2026-02-08 03:00,-8.6,,,9,2.9,,320,,63,,2,-14.3,1019.9,,1027.9,,,9,,9,,,8,8,Sc,10,3100,,,-5,,,,,
146,傈林,2026-02-08 04:00,-9.1,,,9,2.4,,360,,64,,2,-14.6,1019.7,,1027.7,,,9,,9,,,8,8,Sc,10,2745,,,-5.6,,,,,
146,傈林,2026-02-08 05:00,-8.9,,,9,2.5,,340,,63,,2,-14.6,1019.8,,1027.8,,,9,,9,,,8,8,Sc,10,2888,,,-5.2,,,,,
146,傈林,2026-02-08 06:00,-9.7,,,9,2.3,,340,,67,,2,-14.6,1020.2,,1028.2,,,9,,9,,,3,3,Sc,10,2649,,,-6.3,,,,,
146,傈林,2026-02-08 07:00,-10,,,9,1.9,,320,,69,,2,-14.6,1020.8,,1028.8,,,9,,9,,,0,0,,,2746,,,-6.7,,,,,
146,傈林,2026-02-08 08:00,-9.8,,,9,2.3,,320,,68,,2,-14.6,1021.7,,1029.7,,0,,.02,,,,2,2,Sc,10,2984,,,-6.6,,,,,
146,傈林,2026-02-08 09:00,-8,,,9,2.6,,340,,64,,2.1,-13.6,1022.2,,1030.2,,.7,,.44,,,,1,1,Sc,10,2965,,,-5.4,,,,,
146,傈林,2026-02-08 10:00,-6.9,,,9,2.8,,320,,56,,2,-14.2,1022.3,,1030.2,,1,,1.24,,,,2,2,Sc,10,3196,,,-2.6,,,,,
146,傈林,2026-02-08 11:00,-5.4,,,9,3,,320,,49,,2,-14.4,1022.6,,1030.5,,.9,,1.62,,,,3,3,Sc,9,3710,,,.1,,,,,
146,傈林,2026-02-08 12:00,-4.2,,,9,4.1,,290,,41,,1.8,-15.5,1022.5,,1030.4,,1,,2.3,,,,2,2,Sc,10,4607,,,1.7,,,,,
146,傈林,2026-02-08 13:00,-3.1,,,,2.3,,290,,38,,1.8,-15.4,1021.7,,1029.5,,1,,2.46,,,,1,1,Sc,10,3963,,,3.5,,,,,
146,傈林,2026-02-08 14:00,-2,,,,3.4,,320,,34,,1.8,-15.8,1021.5,,1029.3,,1,,2.42,,,,0,0,,,4401,,,4,,,,,
146,傈林,2026-02-08 15:00,-1.4,,,,4.2,,270,,38,,2.1,-13.9,1021.4,,1029.2,,1,,2.13,,,,1,1,Sc,10,4463,,,3.5,,,,,
146,傈林,2026-02-08 16:00,-1.8,,,,4.5,,250,,41,,2.2,-13.3,1021.7,,1029.5,,1,,1.6,,,,0,0,,,4416,,,1.7,,,,,
146,傈林,2026-02-08 17:00,-2.2,,,,3.4,,290,,42,,2.2,-13.4,1022,,1029.8,,1,,.98,,,,0,0,,,4334,,,.1,,,,,
146,傈林,2026-02-08 18:00,-4.2,,,,4.5,,270,,50,,2.3,-13,1022.7,,1030.6,,.9,,.28,,,,0,0,,,4791,,,-1.3,,,,,
146,傈林,2026-02-08 19:00,-5.1,,,,3.7,,270,,60,,2.5,-11.6,1023.3,,1031.2,,0,,0,,,,0,0,,,4460,,,-2.4,,,,,
146,傈林,2026-02-08 20:00,-5.4,,,,2.7,,270,,64,,2.6,-11.1,1023.7,,1031.6,,,9,,9,,,0,0,,,3841,,,-3,,,,,
146,傈林,2026-02-08 21:00,-5.5,,,,3.7,,270,,62,,2.5,-11.6,1024.4,,1032.3,,,9,,9,,,0,0,,,4204,,,-3.6,,,,,
146,傈林,2026-02-08 22:00,-5.9,,,,2.6,,320,,60,,2.4,-12.4,1024.8,,1032.7,,,9,,9,,,0,0,,,4548,,,-4.2,,,,,
146,傈林,2026-02-08 23:00,-6.7,,,,1.6,,70,,64,,2.4,-12.3,1024.7,,1032.6,,,9,,9,,,0,0,,,4239,,,-3.8,,,,,
146,傈林,2026-02-09 00:00,-6.1,,,,.9,,90,,60,,2.3,-12.6,1024.6,,1032.5,,,9,,9,,,6,6,Sc,10,4264,,,-4.1,,,,,
146,傈林,2026-02-09 01:00,-5.7,,,,.6,,160,,56,,2.3,-13,1024.6,,1032.5,,,9,,9,,,9,9,,11,4650,,,-3.7,,,,,
146,傈林,2026-02-09 02:00,-6.3,,,,1.2,,160,,62,,2.4,-12.4,1024.4,,1032.3,,,9,,9,,,0,0,,,4568,,,-4.7,,,,,
146,傈林,2026-02-09 03:00,-6.1,,,,.9,,160,,65,,2.5,-11.6,1024.1,,1032,,,9,,9,,,7,7,Sc,11,4126,,,-4.3,,,,,
146,傈林,2026-02-09 04:00,-5.9,,,,1.4,,110,,66,,2.6,-11.2,1023.2,,1031.1,,,9,,9,,,5,5,Sc,11,4082,,,-4.3,,,,,
146,傈林,2026-02-09 05:00,-6.3,,,,1.7,,140,,68,,2.6,-11.2,1023,,1030.9,,,9,,9,,,5,5,Sc,11,4457,,,-5.1,,,,,
146,傈林,2026-02-09 06:00,-6.2,,,,2,,140,,70,,2.7,-10.7,1023.1,,1031,,,9,,9,,,9,9,Sc,10,4534,,,-4.6,,,,,
146,傈林,2026-02-09 07:00,-6.5,,,,1.2,,110,,71,,2.7,-10.8,1023.1,,1031,,,9,,9,,,2,2,Sc,10,4511,,,-5.3,,,,,
146,傈林,2026-02-09 08:00,-6.5,,,,1.3,,70,,74,,2.8,-10.3,1023.2,,1031.1,,0,,.03,,,,0,0,,,4407,,,-5.2,,,,,
146,傈林,2026-02-09 09:00,-2.8,,,,1.2,,160,,64,,3.2,-8.6,1023.3,,1031.1,,.9,,.57,,,,0,0,,,4190,,,-3.9,,,,,
146,傈林,2026-02-09 10:00,.5,,,,1.3,,180,,53,,3.4,-7.9,1023,,1030.7,,1,,1.27,,,,0,0,,,3858,,,-1,,,,,
146,傈林,2026-02-09 11:00,3.2,,,,.9,,20,,50,,3.8,-6.2,1023.1,,1030.7,,1,,1.88,,,,0,0,,,4091,,,1.8,,,,,
146,傈林,2026-02-09 12:00,2.9,,,,2.5,,320,,50,,3.8,-6.5,1022.3,,1029.9,,1,,2.28,,,,0,0,,,4160,,,4.8,,,,,
146,傈林,2026-02-09 13:00,4.1,,,,3,,320,,43,,3.5,-7.3,1021.3,,1028.9,,1,,2.49,,,,0,0,,,4077,,,7,,,,,
146,傈林,2026-02-09 14:00,4.9,,,,2.3,,360,,39,,3.4,-7.9,1020,,1027.6,,1,,2.43,,,,0,0,,,4671,,,7.8,,,,,
146,傈林,2026-02-09 15:00,5.1,,,,2.5,,320,,37,,3.2,-8.4,1019,,1026.6,,1,,2.13,,,,0,0,,,4790,,,7.3,,,,,
146,傈林,2026-02-09 16:00,5.6,,,,2.9,,320,,35,,3.2,-8.6,1018.5,,1026,,1,,1.61,,,,2,0,Ci,,4581,,,5.8,,,,,
146,傈林,2026-02-09 17:00,4.4,,,,1.8,,340,,38,,3.2,-8.7,1018.3,,1025.9,,1,,.83,,,,3,0,Ci,,4085,,,2,,,,,
146,傈林,2026-02-09 18:00,2.9,,,,2.6,,270,,49,,3.7,-6.7,1018.9,,1026.5,,.4,,.18,,,,5,0,Ci,,3712,,,-1,,,,,
146,傈林,2026-02-09 19:00,1.4,,,,2.3,,290,,64,,4.3,-4.6,1019.6,,1027.3,,0,,0,,,,7,0,,,2444,,,-.3,,,,,
146,傈林,2026-02-09 20:00,.6,,,,2.1,,250,,68,,4.3,-4.6,1020,,1027.7,,,9,,9,,,8,0,,,2633,,,-.7,,,,,
146,傈林,2026-02-09 21:00,-.4,,,,.8,,270,,71,,4.2,-5,1020,,1027.7,,,9,,9,,,0,0,,,2465,,,-1.2,,,,,
146,傈林,2026-02-09 22:00,-.9,,,,1.9,,140,,74,,4.2,-4.9,1020,,1027.7,,,9,,9,,,8,0,,,2060,,,-1.5,,,,,
146,傈林,2026-02-09 23:00,-1.6,,,,1.9,,140,,75,,4.1,-5.4,1019.4,,1027.2,,,9,,9,,,6,0,,,1911,,,-1.8,,,,,
146,傈林,2026-02-10 00:00,-1.9,,,,.8,,160,,75,,4,-5.7,1018.9,,1026.7,,,9,,9,,,5,0,,,1862,,,-1.7,,,,,
146,傈林,2026-02-10 01:00,-2,,,,1.7,,140,,75,,4,-5.8,1018.3,,1026.1,,,9,,9,,,9,1,,,1910,,,-1.8,,,,,
146,傈林,2026-02-10 02:00,-2.1,,,,1.7,,140,,76,,4,-5.7,1017.7,,1025.5,,,9,,9,,,9,6,,52,1871,,,-1.7,,,,,
146,傈林,2026-02-10 03:00,-1.9,,,,1.2,,140,,75,,4,-5.7,1017.2,,1024.9,,,9,,9,,,9,0,Ci,,1845,,,-1.5,,,,,
146,傈林,2026-02-10 04:00,-1.8,,,,1.2,,140,,75,,4,-5.6,1016.7,,1024.4,,,9,,9,,,9,0,Ci,,1853,,,-1.2,,,,,
146,傈林,2026-02-10 05:00,-1.5,,,,1.4,,180,,75,,4.1,-5.3,1017.1,,1024.8,,,9,,9,,,9,0,Ci,,1843,,,-1.2,,,,,
146,傈林,2026-02-10 06:00,-1.5,,,,1.2,,140,,75,,4.1,-5.3,1016.6,,1024.3,,,9,,9,,,9,0,Ci,,1947,,,-1.1,,,,,
146,傈林,2026-02-10 07:00,-1.1,,,,1.4,,110,,73,,4.1,-5.3,1016.7,,1024.4,,,9,,9,,,9,0,Ci,,1964,,,-1,,,,,
146,傈林,2026-02-10 08:00,-.4,,,,1.4,,110,,71,,4.2,-5,1016.2,,1023.9,,0,,.01,,,,10,2,ScAs,15,2193,,,-.7,,,,,
146,傈林,2026-02-10 09:00,.9,,,,2,,140,,67,,4.4,-4.5,1015.9,,1023.6,,0,,.16,,,,10,10,As,28,2467,,,-.1,,,,,
146,傈林,2026-02-10 10:00,3,,,,1.2,,140,,58,,4.4,-4.4,1015.3,,1022.9,,0,,.42,,,,10,2,ScAs,12,2664,,,.8,,,,,
146,傈林,2026-02-10 11:00,4.6,,,9,1.1,,230,,53,,4.5,-4.1,1015,,1022.5,,0,,.78,,,,10,7,StNs,6,2622,,06,3.1,,,,,
146,傈林,2026-02-10 12:00,5.3,,0,,1.4,,180,,66,,5.9,-.5,1014.3,,1021.8,,0,,1.13,,,,10,5,StNs,7,1983,,06,5.1,,,,,
146,傈林,2026-02-10 13:00,3.7,,,9,1,,200,,81,,6.4,.7,1013.5,,1021.1,,0,,.5,,,,10,9,StNs,5,1163,,0601,3.8,,,,,
146,傈林,2026-02-10 14:00,3.5,,,9,1.5,,140,,82,,6.4,.7,1012.5,,1020.1,,0,,.5,,,,10,4,StNs,3,710,,01,4,,,,,
146,傈林,2026-02-10 15:00,3.5,,1.2,,1.1,,140,,82,,6.4,.7,1011.9,,1019.5,,0,,.4,,,,10,3,StNs,2,674,,01,4,,,,,
146,傈林,2026-02-10 16:00,3.5,,,9,1.2,,140,,86,,6.7,1.3,1011.6,,1019.1,,0,,.34,,,,10,8,StNs,2,611,,01,3.9,,,,,
146,傈林,2026-02-10 17:00,3.4,,,9,.1,,0,,86,,6.7,1.2,1011.6,,1019.2,,0,,.14,,,,10,6,StNs,2,795,,01,3,,,,,
146,傈林,2026-02-10 18:00,3.2,,.3,,0,,0,,85,,6.5,.9,1011.3,,1018.9,,0,,.06,,,,10,3,StNs,2,1074,,01,2.4,,,,,
146,傈林,2026-02-10 19:00,3.1,,,9,.1,,0,,86,,6.5,.9,1011.8,,1019.4,,0,,0,,,,10,5,ScAs,7,957,,1901,2.1,,,,,
